ID	Description	pvalue	p.adjust	ES	NES	size	leadingEdge
GO:0006999	nuclear pore organization [biological_process]	0.336658354114713	0.784254697676689	0.445610674370052	1.11350322117859	11	YLL023C/YIL016W
GO:0006675	mannosyl-inositol phosphorylceramide metabolic process [biological_process]	0.339147286821705	0.785630380800857	-0.772309905664091	-1.15278724680378	2	YPL057C
GO:0097250	mitochondrial respirasome assembly [biological_process]	0.339168490153173	0.785630380800857	0.639054897364405	1.14507582707182	4	YPR140W/YDR381C-A/YGL191W
GO:0034247	snoRNA splicing [biological_process]	0.339168490153173	0.785630380800857	0.637937134660813	1.14307298966683	4	YLR323C/YPR178W
GO:0043577	chemotropism [biological_process]	0.339449541284404	0.785630380800857	-0.655486740374441	-1.13925685206738	4	YOR212W
GO:0071031	nuclear mRNA surveillance of mRNA 3'-end processing [biological_process]	0.341240875912409	0.78605504587156	-0.616141584649082	-1.1505176625194	5	YJL050W/YIL079C
GO:0032211	negative regulation of telomere maintenance via telomerase [biological_process]	0.341284403669725	0.78605504587156	-0.653098124805779	-1.1351053620586	4	YGR280C
GO:0051293	establishment of spindle localization [biological_process]	0.340862422997947	0.78605504587156	0.735082839816423	1.10550724666782	2	YPL269W
GO:0045143	homologous chromosome segregation [biological_process]	0.343891402714932	0.790784095131921	0.49633690410474	1.1065089915605	7	YML124C/YML085C/YPL209C/YER106W/YGL190C
GO:0000302	response to reactive oxygen species [biological_process]	0.346899224806202	0.790802764486975	-0.768421012003269	-1.14698249539053	2	YGR088W
GO:0061136	regulation of proteasomal protein catabolic process [biological_process]	0.346899224806202	0.790802764486975	-0.768203607460938	-1.14665798681961	2	YFL007W
GO:0071988	protein localization to spindle pole body [biological_process]	0.345572354211663	0.790802764486975	0.67549708607999	1.11518581418213	3	YPL255W/YGL075C
GO:0032049	cardiolipin biosynthetic process [biological_process]	0.345572354211663	0.790802764486975	0.674639532434399	1.11377006912538	3	YGR046W
GO:0009141	nucleoside triphosphate metabolic process [biological_process]	0.344969199178645	0.790802764486975	0.734620015094283	1.10481119439106	2	YCR026C
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process [biological_process]	0.347222222222222	0.790802764486975	0.467638306424349	1.08433919368047	8	YPL009C/YGR048W/YKR023W/YGR184C
GO:0018105	peptidyl-serine phosphorylation [biological_process]	0.348591549295775	0.792657217188481	-0.577520380499761	-1.12449062677952	6	YMR291W/YJR066W/YPR106W
GO:1903457	lactate catabolic process [biological_process]	0.351129363449692	0.795893223819302	0.733096124891874	1.10251938240656	2	YDL174C
GO:0007165	signal transduction [biological_process]	0.350850077279753	0.795893223819302	-0.441493534403883	-1.08604391891755	18	YDR277C/YHR030C/YER027C/YLR452C/YER020W
GO:0045002	double-strand break repair via single-strand annealing [biological_process]	0.352051835853132	0.796719527097103	0.670673501856108	1.10722250418296	3	YDL059C/YML032C/YLR265C
GO:0009051	pentose-phosphate shunt, oxidative branch [biological_process]	0.354014598540146	0.799893744802735	-0.608479563495847	-1.13621041417417	5	YHR163W/YHR183W
GO:0005981	regulation of glycogen catabolic process [biological_process]	0.35523613963039	0.801385793668558	0.731237204454091	1.09972371108404	2	YIL050W
GO:0031119	tRNA pseudouridine synthesis [biological_process]	0.357142857142857	0.803149606299213	-0.55593636413133	-1.12325026920081	7	YOR243C/YPL212C
GO:0045333	cellular respiration [biological_process]	0.357142857142857	0.803149606299213	0.533773602558134	1.09877956111081	6	YKL141W/YJL045W
GO:0051453	regulation of intracellular pH [biological_process]	0.358070500927644	0.80396961529037	-0.710904193119595	-1.13513534384098	3	YMR205C/YGR240C
GO:0006879	intracellular iron ion homeostasis [biological_process]	0.359943977591036	0.80690737833595	-0.382213998711643	-1.06749007691268	32	YHL047C/YEL065W/YLR136C/YMR177W/YGR257C
GO:0032259	methylation [biological_process]	0.364341085271318	0.807888527623491	-0.758748674443266	-1.13254509493227	2	YMR310C/YGR283C
GO:0016072	rRNA metabolic process [biological_process]	0.366279069767442	0.807888527623491	-0.758041710851891	-1.13148984676555	2	YJR041C/YGR150C
GO:2000234	positive regulation of rRNA processing [biological_process]	0.366279069767442	0.807888527623491	-0.758041710851891	-1.13148984676555	2	YOR119C/YGR150C
GO:0009072	aromatic amino acid metabolic process [biological_process]	0.366279069767442	0.807888527623491	-0.75785645188393	-1.13121332023902	2	YHR137W
GO:0061157	mRNA destabilization [biological_process]	0.364963503649635	0.807888527623491	-0.601541581733446	-1.1232551604488	5	YMR116C/YDR266C/YNL197C
GO:0036498	IRE1-mediated unfolded protein response [biological_process]	0.365137614678899	0.807888527623491	-0.644454243356482	-1.12008202052778	4	YHR030C
GO:0045740	positive regulation of DNA replication [biological_process]	0.362850971922246	0.807888527623491	0.667040001541986	1.10122391723176	3	YPR120C/YGR109C
GO:0015888	thiamine transport [biological_process]	0.367170626349892	0.807888527623491	0.666405604120591	1.10017658332097	3	YLR237W
GO:1903088	5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport [biological_process]	0.367170626349892	0.807888527623491	0.666405604120591	1.10017658332097	3	YLR237W
GO:1905634	regulation of protein localization to chromatin [biological_process]	0.363449691991786	0.807888527623491	0.727013327722828	1.09337132998832	2	YBR160W
GO:0006508	proteolysis [biological_process]	0.361990950226244	0.807888527623491	0.487429595888835	1.08665147834722	7	YHR132C/YOL057W/YCL057W
GO:0070682	proteasome regulatory particle assembly [biological_process]	0.364089775561097	0.807888527623491	0.430023375829181	1.07455328543195	11	YGR232W/YDL007W/YOR117W/YGL004C/YGL048C
GO:0000751	mitotic cell cycle G1 arrest in response to pheromone [biological_process]	0.369330453563715	0.811390596444592	0.664340637948302	1.09676750720568	3	YPR075C
GO:0071788	endoplasmic reticulum tubular network maintenance [biological_process]	0.37015503875969	0.81143970883634	-0.757105557016185	-1.13009249811712	2	YDL204W
GO:0009098	L-leucine biosynthetic process [biological_process]	0.371057513914657	0.81143970883634	-0.705080649611771	-1.12583660833469	3	YOR108W
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation [biological_process]	0.370967741935484	0.81143970883634	0.529012022219835	1.08897778910628	6	YJL020C/YLR429W/YDR063W/YPR154W
GO:1902341	xylitol transmembrane transport [biological_process]	0.371663244353183	0.811521579413371	0.720394349055262	1.08341690242426	2	YOL156W
GO:0046785	microtubule polymerization [biological_process]	0.373716632443532	0.812279073256261	0.719512195121951	1.08209021172611	2	YPL155C/YLR045C
GO:0046514	ceramide catabolic process [biological_process]	0.373716632443532	0.812279073256261	0.718356812611527	1.08035260656277	2	YBR183W
GO:0000122	negative regulation of transcription by RNA polymerase II [biological_process]	0.373063170441001	0.812279073256261	-0.305503593632484	-1.05357855539756	118	YOL002C/YGR044C/YGL162W/YPR009W/YKL185W/YCR084C/YMR043W/YIL101C/YDR225W/YBR112C/YPL177C/YPL049C/YJR063W/YOR119C/YGL209W/YLR256W/YNL216W/YNL236W/YDR397C/YEL009C/YER028C/YCR081W/YGL220W/YIL084C/YOL051W/YOL001W/YJR060W/YER177W/YDR043C/YNL025C/YDR308C/YLR176C/YAL019W/YNL199C/YDR310C/YGL133W/YDR224C/YKL005C
GO:0072741	protein localization to cell division site [biological_process]	0.374311926605505	0.812336521569393	-0.63725690548225	-1.10757281784706	4	YMR032W/YDR388W/YNL166C
GO:0034965	intronic box C/D snoRNA processing [biological_process]	0.375438596491228	0.813545243990097	-0.525662524859774	-1.10593274713597	8	YHR062C/YNL221C/YAL033W
GO:0016480	negative regulation of transcription by RNA polymerase III [biological_process]	0.377737226277372	0.81728599867286	-0.59639219359143	-1.11363973737696	5	YDR397C/YDR005C/YLL019C
GO:0034337	RNA folding [biological_process]	0.37984496124031	0.82006396229591	-0.752589825266367	-1.12335209775064	2	YDR194C
GO:0071469	cellular response to alkaline pH [biological_process]	0.38074398249453	0.82006396229591	0.624405950690753	1.11882744872868	4	YOR324C
GO:0009231	riboflavin biosynthetic process [biological_process]	0.380281690140845	0.82006396229591	-0.56637119011227	-1.10278202477995	6	YOL143C
GO:0007004	telomere maintenance via telomerase [biological_process]	0.382278481012658	0.822129022418789	0.402631957632862	1.0652238343826	13	YAR007C/YLR233C/YJL173C
GO:1902047	polyamine transmembrane transport [biological_process]	0.383720930232558	0.822671997334666	-0.750972074938141	-1.12093736509835	2	YLL028W/YNR055C
GO:0007021	tubulin complex assembly [biological_process]	0.383495145631068	0.822671997334666	0.448135188144955	1.07836284705815	9	YPL241C/YLR200W/YOR349W/YOR265W/YER007W/YNL153C
GO:0051598	meiotic recombination checkpoint signaling [biological_process]	0.384259259259259	0.822671997334666	0.45394536739888	1.05258860725927	8	YLR263W/YPL194W
GO:0046352	disaccharide catabolic process [biological_process]	0.385120350109409	0.823281227479396	0.621661567929981	1.11390998956742	4	YGR289C/YGR287C/YOL157C
GO:0000963	mitochondrial RNA processing [biological_process]	0.38961038961039	0.827823561179066	-0.695082112918131	-1.10987145790023	3	YDR194C/YGR150C
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle [biological_process]	0.388768898488121	0.827823561179066	0.659783676409242	1.08924436762617	3	YML109W/YMR273C
GO:0000196	cell integrity MAPK cascade [biological_process]	0.38917089678511	0.827823561179066	-0.487941169691648	-1.07608277573501	10	YHR030C/YIL113W
GO:0034314	Arp2/3 complex-mediated actin nucleation [biological_process]	0.390143737166324	0.827823561179066	0.712265818310357	1.07119222629728	2	YJR065C/YDL029W
GO:0010499	proteasomal ubiquitin-independent protein catabolic process [biological_process]	0.39010989010989	0.827823561179066	0.369818816390844	1.03885710358279	16	YBL041W/YOL038W/YGR253C/YOR157C/YER012W/YMR314W/YOR362C/YGR135W
GO:0010833	telomere maintenance via telomere lengthening [biological_process]	0.39647577092511	0.831321171497125	0.573554519268822	1.11077196218288	5	YAR007C/YJL173C
GO:0044088	regulation of vacuole organization [biological_process]	0.397031539888683	0.831321171497125	-0.690686227555943	-1.10285233367733	3	YPR194C/YNL323W
GO:0015795	sorbitol transmembrane transport [biological_process]	0.396330275229358	0.831321171497125	-0.629596888260255	-1.09425946370946	4	YEL069C/YNR072W/YDL245C/YJR158W
GO:0015797	mannitol transmembrane transport [biological_process]	0.396330275229358	0.831321171497125	-0.629596888260255	-1.09425946370946	4	YEL069C/YNR072W/YDL245C/YJR158W
GO:0006913	nucleocytoplasmic transport [biological_process]	0.393220338983051	0.831321171497125	-0.507049745212411	-1.09305357717065	9	YBR267W/YKR092C/YER009W/YJR072C/YLR018C
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process [biological_process]	0.39524838012959	0.831321171497125	0.658473096022459	1.08708071557525	3	YLR193C
GO:0048280	vesicle fusion with Golgi apparatus [biological_process]	0.3963133640553	0.831321171497125	0.516836558385741	1.06391444625112	6	YBL050W/YGR172C
GO:0030026	intracellular manganese ion homeostasis [biological_process]	0.395631067961165	0.831321171497125	0.439830861589475	1.05837986543973	9	YGL167C/YLR220W
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery [biological_process]	0.396551724137931	0.831321171497125	-0.436464781325791	-1.05129125339105	16	YOR001W/YER105C/YGL092W/YER107C/YDR192C
GO:0016036	cellular response to phosphate starvation [biological_process]	0.398886827458256	0.83276372750057	-0.689500624516064	-1.1009592235686	3	YBR093C/YER037W
GO:0006481	C-terminal protein methylation [biological_process]	0.398357289527721	0.83276372750057	0.710629976804769	1.06873204828622	2	YDR410C
GO:0032210	regulation of telomere maintenance via telomerase [biological_process]	0.404814004376368	0.838254128749579	0.61535084243109	1.10260226115493	4	YLR233C/YPL157W/YBR160W
GO:1903471	regulation of mitotic actomyosin contractile ring contraction [biological_process]	0.405038759689923	0.838254128749579	-0.737808367621845	-1.1012885766993	2	YMR032W
GO:1903778	protein localization to vacuolar membrane [biological_process]	0.404814004376368	0.838254128749579	0.614153308527387	1.10045648755882	4	YGR163W/YNL054W
GO:0019358	nicotinate nucleotide salvage [biological_process]	0.403669724770642	0.838254128749579	-0.627886161896496	-1.0912861667503	4	YGL037C/YOR209C
GO:0018026	peptidyl-lysine monomethylation [biological_process]	0.403284671532847	0.838254128749579	-0.582472808411072	-1.08764814891676	5	YBR030W/YHL039W/YDR198C
GO:0005977	glycogen metabolic process [biological_process]	0.404929577464789	0.838254128749579	-0.555731160352785	-1.08206481005093	6	YOR178C/YBL058W
GO:1902660	negative regulation of glucose mediated signaling pathway [biological_process]	0.406307977736549	0.839663953991016	-0.687359165376201	-1.09753985147799	3	YMR116C/YNL201C
GO:0015847	putrescine transport [biological_process]	0.408759124087591	0.843508712712544	-0.577011754586056	-1.07745075429483	5	YJR059W/YLL028W
GO:0006741	NADP+ biosynthetic process [biological_process]	0.41036717062635	0.845605078866418	0.653722978703149	1.07923869292355	3	YPL188W/YEL041W
GO:0046474	glycerophospholipid biosynthetic process [biological_process]	0.412790697674419	0.845717526942711	-0.73135493015633	-1.09165586274117	2	YDL052C
GO:0060261	positive regulation of transcription initiation by RNA polymerase II [biological_process]	0.412408759124088	0.845717526942711	-0.576131600155377	-1.07580724695257	5	YKL054C/YEL009C
GO:0046488	phosphatidylinositol metabolic process [biological_process]	0.412408759124088	0.845717526942711	-0.575817475034656	-1.07522068290847	5	YOL011W/YMR079W/YBR029C
GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation [biological_process]	0.412621359223301	0.845717526942711	0.43678149713624	1.05104207670879	9	YDR086C/YLR378C
GO:1903450	regulation of G1 to G0 transition [biological_process]	0.413729128014842	0.845823704192803	-0.683577868127983	-1.09150207002507	3	YDR293C/YGL178W/YPL089C
GO:0001174	transcriptional start site selection at RNA polymerase II promoter [biological_process]	0.414027149321267	0.845823704192803	0.467909109981812	1.04313347072554	7	YGR186W
GO:0006666	3-keto-sphinganine metabolic process [biological_process]	0.414784394250513	0.846160164271047	0.706275091709464	1.06218264083104	2	YBR058C-A
GO:0034067	protein localization to Golgi apparatus [biological_process]	0.416299559471366	0.846831582514402	0.565163572060124	1.0945216693468	5	YJL004C/YPR095C/YHR079C/YBR164C/YPL051W
GO:0007010	cytoskeleton organization [biological_process]	0.416289592760181	0.846831582514402	0.466691601648942	1.04041921775244	7	YIL126W/YKL203C/YBR109C
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process [biological_process]	0.418604651162791	0.849101479915433	-0.727278134075131	-1.08557063905602	2	YOR001W
GO:0000710	meiotic mismatch repair [biological_process]	0.418552036199095	0.849101479915433	0.463005051446488	1.03220060472343	7	YOL090W/YNL082W/YPL164C/YDR097C
GO:0002130	wobble position ribose methylation [biological_process]	0.419294990723562	0.849295385465598	-0.678820014899445	-1.08390497408332	3	YPL183C/YBR061C
GO:0090154	positive regulation of sphingolipid biosynthetic process [biological_process]	0.420944558521561	0.851428937066273	0.705588991225885	1.061150799227	2	YBR058C-A
GO:0045719	negative regulation of glycogen biosynthetic process [biological_process]	0.42511013215859	0.852178434795528	0.560767266729533	1.08600758300564	5	YOL045W/YPL219W/YPL031C/YGL134W
GO:0001193	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II [biological_process]	0.422480620155039	0.852178434795528	-0.725698126546483	-1.08321224313811	2	YGL070C/YGL043W
GO:0031398	positive regulation of protein ubiquitination [biological_process]	0.42511013215859	0.852178434795528	0.558694501527705	1.08199337094204	5	YGR225W
GO:0045116	protein neddylation [biological_process]	0.431072210065646	0.852178434795528	0.60311919530359	1.080685265434	4	YPL003W/YLR306W
GO:0034553	mitochondrial respiratory chain complex II assembly [biological_process]	0.427312775330396	0.852178434795528	0.556931170617047	1.07857842350495	5	YBR269C/YDR379C-A
GO:0071071	regulation of phospholipid biosynthetic process [biological_process]	0.433260393873085	0.852178434795528	0.601574075870977	1.07791667869831	4	YHR004C/YAL009W
GO:0070199	establishment of protein localization to chromosome [biological_process]	0.424418604651163	0.852178434795528	-0.721212657331383	-1.07651701409964	2	YOR014W
GO:0071044	histone mRNA catabolic process [biological_process]	0.434137291280148	0.852178434795528	-0.67396915547773	-1.07615937062383	3	YOR001W
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway [biological_process]	0.434137291280148	0.852178434795528	-0.673855400388899	-1.075977732334	3	YER020W/YGL248W/YOR360C
GO:0006012	galactose metabolic process [biological_process]	0.435448577680525	0.852178434795528	0.60007072135785	1.07522292747349	4	YDL189W/YML051W/YLR081W/YDR009W
GO:0008380	RNA splicing [biological_process]	0.435992578849722	0.852178434795528	-0.67317558128634	-1.074892232068	3	YMR223W/YGR150C
GO:0000073	initial mitotic spindle pole body separation [biological_process]	0.435448577680525	0.852178434795528	0.599570449117719	1.07432652616041	4	YOR058C/YEL061C
GO:0071456	cellular response to hypoxia [biological_process]	0.430232558139535	0.852178434795528	-0.717985623096469	-1.07170018618675	2	YDR213W
GO:0070911	global genome nucleotide-excision repair [biological_process]	0.429515418502203	0.852178434795528	0.553210235862385	1.0713722907665	5	YBR010W/YGL244W/YKL112W/YBR279W
GO:0045048	protein insertion into ER membrane [biological_process]	0.434125269978402	0.852178434795528	0.648075385836304	1.06991501769361	3	YOR164C/YOL111C
GO:0071474	cellular hyperosmotic response [biological_process]	0.439824945295405	0.852178434795528	0.595700861825522	1.06739289512603	4	YLR362W/YLR006C/YJL128C
GO:2000232	regulation of rRNA processing [biological_process]	0.437984496124031	0.852178434795528	-0.715093672675857	-1.06738352063731	2	YML010W/YER125W
GO:0006285	base-excision repair, AP site formation [biological_process]	0.442013129102845	0.852178434795528	0.592998585572843	1.06255088354334	4	YER142C/YAL015C/YML060W/YOL043C
GO:0043066	negative regulation of apoptotic process [biological_process]	0.442201834862385	0.852178434795528	-0.610050162599207	-1.06028663134963	4	YLR150W/YER177W
GO:1903826	L-arginine transmembrane transport [biological_process]	0.44060475161987	0.852178434795528	0.640261976208104	1.05701577096506	3	YEL063C/YJL059W
GO:0007030	Golgi organization [biological_process]	0.439425051334702	0.852178434795528	0.698902269162555	1.05109449088043	2	YGL223C
GO:0032386	regulation of intracellular transport [biological_process]	0.439425051334702	0.852178434795528	0.697026770751284	1.04827388757905	2	YJL084C
GO:2000397	positive regulation of ubiquitin-dependent endocytosis [biological_process]	0.439425051334702	0.852178434795528	0.697026770751284	1.04827388757905	2	YJL084C
GO:2000766	negative regulation of cytoplasmic translation [biological_process]	0.43978102189781	0.852178434795528	-0.559693908284965	-1.04511323879091	5	YLR136C/YKL166C/YPL203W
GO:0017148	negative regulation of translation [biological_process]	0.43492586490939	0.852178434795528	-0.451942720294857	-1.04217529248962	13	YMR116C/YDR496C/YDR293C/YDL160C/YOR276W/YGL178W
GO:0009272	fungal-type cell wall biogenesis [biological_process]	0.42713567839196	0.852178434795528	-0.458591371032098	-1.04073779590484	12	YHR030C/YIL119C/YPL221W
GO:0007094	mitotic spindle assembly checkpoint signaling [biological_process]	0.43161094224924	0.852178434795528	-0.407259606639941	-1.02206201855018	19	YOR178C/YBR158W/YPL018W
GO:0051276	chromosome organization [biological_process]	0.439024390243902	0.852178434795528	-0.439104224954907	-1.02130436796299	14	YGR159C/YOR272W
GO:1903475	mitotic actomyosin contractile ring assembly [biological_process]	0.44139650872818	0.852178434795528	0.407759693942572	1.01892023415668	11	YNL079C/YNL271C/YIL159W/YIL138C
GO:0000082	G1/S transition of mitotic cell cycle [biological_process]	0.42638036809816	0.852178434795528	0.325836840656441	1.01814550691128	24	YIL046W/YJL194W/YLR079W/YPR120C/YOL133W/YGR109C/YFR040W/YDL132W/YDL225W/YFL009W/YDL047W/YOR066W/YIL153W
GO:0031124	mRNA 3'-end processing [biological_process]	0.434650455927052	0.852178434795528	-0.404079230999655	-1.01408052199697	19	YER165W/YNL251C/YPL190C/YIL131C
GO:0006337	nucleosome disassembly [biological_process]	0.429429429429429	0.852178434795528	0.339872260126788	1.01212496162874	20	YJL115W/YIL126W/YPR034W/YGR056W/YKR008W/YGR270W
GO:0035621	ER to Golgi ceramide transport [biological_process]	0.423611111111111	0.852178434795528	0.435380237229168	1.00954059771376	8	YPR091C/YHR073W/YOR086C/YNL087W
GO:0032465	regulation of cytokinesis [biological_process]	0.4375	0.852178434795528	0.432388199609106	1.00260279211523	8	YHR158C/YBR156C
GO:0009060	aerobic respiration [biological_process]	0.43859649122807	0.852178434795528	0.285991564909454	0.995126136694834	39	YMR056C/YBL030C/YBR010W/YMR030W/YOR002W/YPR155C/YJL166W/YPL159C/YFR033C/YHR001W-A
GO:0006354	DNA-templated transcription elongation [biological_process]	0.444924406047516	0.85396781160733	0.639738377231748	1.05615135546604	3	YOR244W/YJL168C/YBR245C
GO:0006269	DNA replication, synthesis of primer [biological_process]	0.444924406047516	0.85396781160733	0.639572592039609	1.05587765880874	3	YKL045W
GO:0006121	mitochondrial electron transport, succinate to ubiquinone [biological_process]	0.444924406047516	0.85396781160733	0.639557381764984	1.05585254799354	3	YLR164W
GO:0006384	transcription initiation at RNA polymerase III promoter [biological_process]	0.447124304267161	0.855550218271459	-0.666430970479053	-1.06412278355172	3	YJL011C/YNL151C/YKL144C
GO:0033859	furaldehyde metabolic process [biological_process]	0.451550387596899	0.855550218271459	-0.712265818310357	-1.06316252797043	2	YMR318C/YDL168W
GO:0018023	peptidyl-lysine trimethylation [biological_process]	0.450834879406308	0.855550218271459	-0.664425935394691	-1.06092124639393	3	YJR129C/YDR198C
GO:0034982	mitochondrial protein processing [biological_process]	0.453488372093023	0.855550218271459	-0.710481621298926	-1.06049934892083	2	YDR430C
GO:0060196	positive regulation of antisense RNA transcription [biological_process]	0.455426356589147	0.855550218271459	-0.708554259455638	-1.05762247509515	2	YNL199C/YLR131C
GO:0090339	negative regulation of formin-nucleated actin cable assembly [biological_process]	0.455426356589147	0.855550218271459	-0.708437293949915	-1.05744788670476	2	YMR032W
GO:0099040	ceramide translocation [biological_process]	0.455426356589147	0.855550218271459	-0.7071095492424	-1.05546603051645	2	YDR093W
GO:0010961	intracellular magnesium ion homeostasis [biological_process]	0.457364341085271	0.855550218271459	-0.705847127238709	-1.05358167816609	2	YOL060C
GO:0000316	sulfite transmembrane transport [biological_process]	0.457364341085271	0.855550218271459	-0.705115937202486	-1.05249026843204	2	YPL092W
GO:0000226	microtubule cytoskeleton organization [biological_process]	0.464220183486239	0.855550218271459	-0.600917721134678	-1.04441415693676	4	YJR070C/YNR035C
GO:0006571	L-tyrosine biosynthetic process [biological_process]	0.464220183486239	0.855550218271459	-0.600864907604941	-1.04432236533835	4	YHR137W/YPR060C
GO:1902935	protein localization to septin ring [biological_process]	0.453798767967146	0.855550218271459	0.693884764934606	1.04354855594122	2	YKL048C/YKL101W
GO:0043409	negative regulation of MAPK cascade [biological_process]	0.46605504587156	0.855550218271459	-0.599848932415022	-1.04255656806839	4	YBL016W/YDL006W
GO:0006066	alcohol metabolic process [biological_process]	0.46605504587156	0.855550218271459	-0.59973306113685	-1.04235518009289	4	YAL060W/YMR318C
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [biological_process]	0.449152542372881	0.855550218271459	-0.483522214777527	-1.04233498092509	9	YER105C/YOR098C/YER107C/YDR192C/YDR180W/YLR335W
GO:0045149	acetoin metabolic process [biological_process]	0.457883369330454	0.855550218271459	0.630999063757495	1.04172352355823	3	YMR226C/YDR368W
GO:0005979	regulation of glycogen biosynthetic process [biological_process]	0.451541850220264	0.855550218271459	0.537704647925294	1.04134345870423	5	YLR273C/YIL050W
GO:0032467	positive regulation of cytokinesis [biological_process]	0.462012320328542	0.855550218271459	0.691785004183414	1.04039067957549	2	YFR028C
GO:0010570	regulation of filamentous growth [biological_process]	0.464065708418891	0.855550218271459	0.691410392364793	1.03982729262406	2	YBR160W/YHR082C
GO:0043555	regulation of translation in response to stress [biological_process]	0.464065708418891	0.855550218271459	0.691410392364793	1.03982729262406	2	YGL073W/YHR082C
GO:1903452	positive regulation of G1 to G0 transition [biological_process]	0.459518599562363	0.855550218271459	0.58003518409258	1.03932271060718	4	YHR132W-A/YOR043W
GO:0032507	maintenance of protein location in cell [biological_process]	0.46611909650924	0.855550218271459	0.69029856903687	1.03815519707312	2	YGR152C
GO:2001033	negative regulation of double-strand break repair via nonhomologous end joining [biological_process]	0.46611909650924	0.855550218271459	0.690173206079887	1.03796666096548	2	YBR160W/YOR191W
GO:0071470	cellular response to osmotic stress [biological_process]	0.459518599562363	0.855550218271459	0.577794817618627	1.03530836144299	4	YPR065W
GO:0006086	pyruvate decarboxylation to acetyl-CoA [biological_process]	0.466083150984683	0.855550218271459	0.575028548135931	1.03035168506219	4	YER178W/YBR221C
GO:0031571	mitotic G1 DNA damage checkpoint signaling [biological_process]	0.449308755760369	0.855550218271459	0.49878475633463	1.02675458851384	6	YPL194W/YDL074C/YDR217C/YPL008W
GO:0045835	negative regulation of meiotic nuclear division [biological_process]	0.461678832116788	0.855550218271459	-0.548858490898806	-1.02488032578172	5	YGR044C
GO:0006513	protein monoubiquitination [biological_process]	0.448877805486284	0.855550218271459	0.406242742162193	1.01512963668903	11	YJL210W/YCR066W/YGR184C/YBR082C/YER068W
GO:0050821	protein stabilization [biological_process]	0.466101694915254	0.855550218271459	-0.470128531469046	-1.01346204766744	9	YJR104C/YDR496C/YLR259C
GO:0000750	pheromone-dependent signal transduction involved in conjugation with cellular fusion [biological_process]	0.449925261584454	0.855550218271459	-0.395883892386106	-1.00868108481636	20	YOR212W/YNL145W/YDR461W/YFL026W
GO:0007163	establishment or maintenance of cell polarity [biological_process]	0.460829493087558	0.855550218271459	0.489830988167689	1.0083231460266	6	YNL161W/YKL092C
GO:0034975	protein folding in endoplasmic reticulum [biological_process]	0.459948320413437	0.855550218271459	0.371718043956001	1.00749381786599	14	YJR051W/YMR200W/YOR154W/YKL207W/YIL027C/YCL045C/YLL014W
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [biological_process]	0.456395348837209	0.855550218271459	0.342362034903435	1.00204650328934	19	YHL048W/YPL176C/YDR358W/YOR256C/YNL336W/YGR295C/YML132W/YMR171C/YKL124W/YGL263W/YFL062W/YBR302C/YPL084W/YJR161C
GO:0016242	negative regulation of macroautophagy [biological_process]	0.450226244343891	0.855550218271459	0.449352756282442	1.0017648518517	7	YLR079W/YHR071W
GO:0042938	dipeptide transport [biological_process]	0.468992248062016	0.858616577221228	-0.700954400848356	-1.04627855730291	2	YKR093W/YJR152W
GO:0042939	tripeptide transport [biological_process]	0.468992248062016	0.858616577221228	-0.700954400848356	-1.04627855730291	2	YKR093W/YJR152W
GO:1902404	mitotic actomyosin contractile ring contraction [biological_process]	0.469724770642202	0.85885655886948	-0.595055860919516	-1.03422605700331	4	YMR032W/YBR038W
GO:0002143	tRNA wobble position uridine thiolation [biological_process]	0.471559633027523	0.858912188728703	-0.591864396513622	-1.02867919012014	4	YNL119W
GO:0051131	chaperone-mediated protein complex assembly [biological_process]	0.471428571428571	0.858912188728703	-0.497754139578022	-1.00569508913209	7	YOR020C/YLR259C/YDR375C/YBL022C
GO:0000032	cell wall mannoprotein biosynthetic process [biological_process]	0.470881863560732	0.858912188728703	-0.443950921067375	-1.00241818180966	11	YDL055C/YKR061W
GO:0032204	regulation of telomere maintenance [biological_process]	0.474953617810761	0.859453993933266	-0.654940781332862	-1.04577583900773	3	YOR001W/YDR291W/YGL173C
GO:0045948	positive regulation of translational initiation [biological_process]	0.474953617810761	0.859453993933266	-0.65439530054348	-1.04490484326821	3	YKR026C/YDR404C
GO:0006857	oligopeptide transport [biological_process]	0.482374768089054	0.859453993933266	-0.652303892293826	-1.04156538987131	3	YJL212C/YPR194C
GO:0071400	cellular response to oleic acid [biological_process]	0.48062015503876	0.859453993933266	-0.693001060445387	-1.03440701542731	2	YIL036W/YBL103C
GO:0015718	monocarboxylic acid transport [biological_process]	0.48062015503876	0.859453993933266	-0.692165629807955	-1.0331600111129	2	YNL065W
