transcript_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
TRINITY_DN8795_c0_g1_i1	4.46852313241284	4.49132740754803	4.15673909997839	4.49489544623877	4.15673909997839	4.15673909997839	4.4727367894152	4.48220832667526	4.47724301862334	4.48660748165303	4.15673909997839	4.47282719887076	4.66013247864372	4.84417956592516	4.66071973559663	4.82767369135178	4.61968274483491	4.63155070563714	4.50348638452393	4.66472294581695	4.53825160225775	4.66363596898844	5.00608103341091	4.50548222512479
TRINITY_DN6687_c0_g1_i1	6.00372999102034	5.80764795609208	5.87267273597219	5.9043193571087	5.72879935589098	5.68998223973736	5.82512521661021	5.87021864612689	5.53948834066284	5.98723976542597	5.81524840470429	5.94112942809315	5.40715805439383	5.49604995419483	5.45290177687591	5.38578068002184	5.83151304377291	5.38153536019823	5.41683551307764	5.83015102638342	5.33378778795829	5.88802726657856	5.34171948644663	5.23684590155562
TRINITY_DN730_c0_g1_i1	5.37021477264982	5.49128277636094	5.47460062077649	5.42789394292803	5.52574772146712	5.47363815276269	5.34883651066207	5.45706678242602	5.53948834066284	5.47359309812592	5.45354820039862	5.45610644286151	5.08708243753818	5.32641698537195	5.36215113191249	5.03853202010933	5.26791624697885	4.97196414249286	5.17802777270147	5.0953644804564	5.1493740163049	5.21376731249168	4.6985121813651	5.23684590155562
TRINITY_DN6677_c0_g1_i1	6.20994280875363	6.20477096548319	5.84838583443136	6.00418809182655	6.03154004752953	6.07052704972183	6.16206540531848	6.11634266738307	6.11008824590847	6.23792349789236	6.02764058646705	6.08650019173864	6.14273910295439	6.01816563708018	6.07083380088268	5.92804821278443	6.10933029825161	6.04303730131428	6.11674944840533	6.2953873822335	6.12972275972579	6.22495679851062	6.27371288961606	6.19417370876853
TRINITY_DN6690_c0_g1_i1	6.63478864619775	6.55398332574085	6.70580422031269	6.80185796174826	6.7547992239219	6.62637379743627	6.57048518975335	6.51489802229844	6.66508442939346	6.77564626959969	6.56769956302755	6.59782275885318	6.77540317077974	6.52445536025975	6.80722653395478	6.93577707275851	6.69944945458226	6.595669693247	6.64066687996115	6.65330731935041	6.72001612269618	6.37514692717616	6.56474670612234	6.33926831770523
TRINITY_DN6676_c0_g1_i1	5.40541852747618	5.24308399314557	5.36630324858579	5.61022814550115	5.23232169269549	4.99494015641874	5.4213589349094	5.30238530561312	5.6318797732105	5.31715407954603	5.34013870205399	5.34916069598218	4.94680800378788	4.99483157977301	5.31346407306567	5.25285693127962	5.01388545323334	5.09408007001011	5.28088464427862	5.21595980356601	5.00024881476682	5.09340384137796	5.00608103341091	5.06652471872519
TRINITY_DN8005_c0_g1_i1	5.67814353442865	5.8349516295169	5.9427224103081	5.8780144256366	5.90120321595301	5.87147187709261	5.84914401368361	6.13648111870116	5.68945121309639	5.96389191773147	5.93779593754509	5.64189539447304	9.0845974128224	8.64051943884551	8.72080674386285	8.64792057902558	8.48017787489969	8.86059967366183	8.85997229271628	8.84740440529181	9.08865777864056	8.77347655922933	9.16335724444987	8.83619592815764
TRINITY_DN5805_c0_g1_i1	4.15673909997839	4.49132740754803	4.71025440281815	4.7398083888809	4.15673909997839	4.15673909997839	4.85782582600802	4.61605643925843	4.15673909997839	4.62223838733948	4.15673909997839	4.70206321491574	4.66013247864372	4.84417956592516	4.15673909997839	4.63327900801667	4.48478876340636	4.90254271480365	4.64594778927738	4.66472294581695	4.53825160225775	4.15673909997839	4.6985121813651	4.15673909997839
TRINITY_DN6680_c0_g1_i1	5.62318602479506	5.41521843237875	5.87267273597219	5.95527349064982	6.01075425142848	5.71771293688158	5.48904621518584	5.87021864612689	5.71717393786389	5.70143094631075	5.76245269566453	5.87312977611531	5.90648949604267	6.43769620315367	5.93695348457756	6.39098485345441	5.90711761497578	6.76522437565821	6.36717415904247	5.94965039316432	6.28566775999811	5.97428395871716	6.14189656757437	5.81234845173627
TRINITY_DN5605_c0_g1_i1	6.402543982421	6.62862104895318	6.26132508904781	6.51176538882988	6.204580479701	6.34510210670839	6.47235750177253	6.49986334632169	6.22355004298151	6.23792349789236	6.46373613018571	6.54373748585671	6.3211026846972	6.34485614582677	6.46161452116821	6.29947751061577	6.15014284340013	6.19460334879029	6.44098852429165	6.18241660383322	6.10177351426924	6.33397105700587	6.05571361324853	6.27906171278479
TRINITY_DN9322_c0_g1_i1	4.46852313241284	4.73370995431801	4.15673909997839	4.15673909997839	4.60428741842039	4.15673909997839	4.60274299775906	4.61605643925843	4.47724301862334	4.62223838733948	4.61474191946321	4.60287010187945	4.15673909997839	4.84417956592516	4.15673909997839	4.63327900801667	4.15673909997839	4.49323565659432	4.75448492196899	4.5168606814949	4.53825160225775	4.66363596898844	4.54094909999477	4.64875024879431
TRINITY_DN9319_c0_g1_i1	4.46852313241284	4.62886993857002	4.71025440281815	4.82851561150411	4.60428741842039	4.60924746707982	4.60274299775906	4.80362610662811	4.79387557540257	4.62223838733948	4.61474191946321	4.15673909997839	4.66013247864372	4.64510950713249	4.8659424630774	4.49446598875914	4.61968274483491	4.49323565659432	4.50348638452393	4.15673909997839	4.69473010931346	4.66363596898844	4.6985121813651	4.75789313827693
TRINITY_DN8222_c0_g1_i1	5.82873472087475	5.96283965469712	5.69107827698376	5.93006347738643	5.92391484685024	5.87147187709261	5.96251494979661	6.01050620466425	5.87089004869917	5.91581439685751	6.17079052960007	5.89622447938732	6.04323767603956	5.85919330748215	5.78647647234101	5.8760461559553	5.93129910199239	5.94739388236668	5.86184226766968	5.50545498006577	5.81700305491147	5.91746563135105	5.63288537396846	5.65229548403382
